term,formal_definition,simplified_explanation,formal_fk_grade,formal_flesch_ease,formal_smog,formal_gunning_fog,formal_dale_chall,formal_text_standard,formal_word_count,formal_avg_word_length,formal_avg_syllables_per_word,formal_type_token_ratio,formal_long_word_percentage,simplified_fk_grade,simplified_flesch_ease,simplified_smog,simplified_gunning_fog,simplified_dale_chall,simplified_text_standard,simplified_word_count,simplified_avg_word_length,simplified_avg_syllables_per_word,simplified_type_token_ratio,simplified_long_word_percentage,improvement_fk_grade,improvement_flesch_ease,improvement_smog,improvement_gunning_fog,improvement_dale_chall,improvement_word_length,improvement_syllables,improvement_long_word_percentage,easy_definition
positron emission tomography-computed tomography scan,"positron emission tomography-computed tomography scan is A procedure that combines the pictures from a positron emission tomography (PET) scan and a computed tomography (CT) scan. The PET and CT scans are done at the same time with the same machine. The combined scans give more detailed pictures of areas inside the body than either scan gives by itself. A positron emission tomography-computed tomography scan may be used to help diagnose disease, such as cancer, plan treatment, or find out how well treatment is working. Also called PET-CT scan.","Okay! Here's my attempt at explaining positron emission tomography-computed tomography scan in simple language:

Imagine you have a superhero toolbox with two amazing tools: one for taking pictures of the inside of your body using tiny particles called positrons, and another for creating detailed images of your insides using X-rays. When you use them together, they create an incredibly powerful tool that shows doctors exactly what's going on inside you, like a 3D movie. This is kind of like having a magic wand that helps doctors see inside your body without surgery or big needles! It can help diagnose problems like cancer, show how well treatments are working, or even find hidden issues that might be causing trouble. So, it's like having a special tool that helps doctors figure out what's wrong and fix it!</s>",7.0,72.56,10.4,9.83,8.46,8th and 9th grade,90,4.044444444444444,1.2444444444444445,0.6888888888888889,8.88888888888889,12.3,53.55,13.0,14.09,9.54,9th and 10th grade,151,4.218543046357616,1.3311258278145695,0.7086092715231788,9.933774834437086,-5.300000000000001,-19.010000000000005,-2.5999999999999996,-4.26,-1.0799999999999983,-0.1740986019131716,-0.08668138337012499,-1.044885945548197,"A procedure that combines the pictures from a positron emission tomography (PET) scan and a computed tomography (CT) scan. The PET and CT scans are done at the same time with the same machine. The combined scans give more detailed pictures of areas inside the body than either scan gives by itself. A positron emission tomography-computed tomography scan may be used to help diagnose disease, such as cancer, plan treatment, or find out how well treatment is working. Also called PET-CT scan."
prostate-specific antigen,"prostate-specific antigen is A protein made by the prostate gland and found in the blood. Prostate-specific antigen blood levels may be higher than normal in men who have prostate cancer, benign prostatic hyperplasia (BPH), or infection or inflammation of the prostate gland. Also called PSA.","Sure! Here's my attempt at explaining ""prostate-specific antigen"" in simple language:

Hey there! So, you know how your body has different parts that work together to keep you healthy? Like how your heart beats and your lungs breathe? Well, your prostate gland is one of those parts that helps keep you healthy too. It makes a special protein called prostate-specific antigen, or PSA for short. When this protein gets into your bloodstream, it can give doctors clues about how your prostate gland is doing. If your PSA levels are higher than usual, it could mean there's something going on with your prostate gland, like cancer or a problem with an enlarged prostate. So, doctors might check your PSA levels to help figure out what's going on and come up with a plan to fix it. That's pretty much it!</s>",7.5,66.03,9.7,9.38,10.09,7th and 8th grade,48,4.166666666666667,1.2708333333333333,0.7708333333333334,8.333333333333332,5.6,81.63,6.9,6.59,7.42,6th and 7th grade,162,3.8209876543209877,1.0679012345679013,0.6234567901234568,2.4691358024691357,1.9000000000000004,15.599999999999994,2.799999999999999,2.790000000000001,2.67,0.3456790123456792,0.20293209876543195,5.864197530864196,"A protein made by the prostate gland and found in the blood. Prostate-specific antigen blood levels may be higher than normal in men who have prostate cancer, benign prostatic hyperplasia (BPH), or infection or inflammation of the prostate gland. Also called PSA."
prostate-specific membrane antigen,"prostate-specific membrane antigen is A protein that is usually found on the surface of normal prostate cells but is found in higher amounts on prostate cancer cells. Prostate-specific membrane antigen may be used as a target in imaging to help find prostate cancer cells, especially those that may have come back or spread to other parts of the body. Research is being done to learn more about prostate-specific membrane antigen and how it may also be used as a target for certain anticancer drugs. Also called PSMA.","Sure! Here's an explanation of ""prostate-specific membrane antigen"" (PSMA) that's easy to understand:

Imagine your prostate gland like a castle with guards at the door. These guards are special proteins called PSMA. They usually only let good cells into the castle, but sometimes they let bad cells in too. Cancer cells are like thieves trying to sneak into the castle. Doctors are working on ways to use these guards as a target to help find and stop the cancer cells from growing. It's like having a secret weapon to fight the bad guys!

PSMA is a protein that's mostly found on the surface of prostate cells, but when cancer cells grow, they produce more of it. So, doctors use special imaging tests to see where the cancer cells are and if they've traveled to other parts of the body. By understanding more about PSMA, they might be able to create new treatments to attack the cancer cells more effectively.

Remember, the goal is to keep the bad guys out while letting the good cells inside. With more research, we might be able to build stronger defenses against prostate cancer!</s>",8.5,68.6,8.8,9.85,8.05,8th and 9th grade,83,4.036144578313253,1.3132530120481927,0.6626506024096386,4.819277108433735,7.5,71.24,8.3,8.27,7.45,7th and 8th grade,218,3.9862385321100917,1.188073394495413,0.5412844036697247,4.128440366972478,1.0,2.6400000000000006,0.5,1.58,0.6000000000000005,0.04990604620316086,0.12517961755277973,0.6908367414612577,"A protein that is usually found on the surface of normal prostate cells but is found in higher amounts on prostate cancer cells. Prostate-specific membrane antigen may be used as a target in imaging to help find prostate cancer cells, especially those that may have come back or spread to other parts of the body. Research is being done to learn more about prostate-specific membrane antigen and how it may also be used as a target for certain anticancer drugs. Also called PSMA."
proton beam radiation therapy,"proton beam radiation therapy is A type of radiation therapy that uses streams of protons (tiny particles with a positive charge) to kill tumor cells. This type of treatment can reduce the amount of radiation damage to healthy tissue near a tumor. It is used to treat cancers of the head and neck and organs such as the brain, eye, lung, spine, and prostate. Proton beam radiation is different from x-ray radiation.","Sure! Here's how I would explain proton beam radiation therapy to a non-medical person:

Proton beam radiation therapy is like a targeted missile that doctors use to destroy cancer cells in your body. Unlike regular X-rays, which can harm healthy cells along with the bad ones, proton beams only hit the cancer cells and leave the rest of your body alone. So, it's like a super precise weapon that helps doctors fight cancer without hurting much else. They use special machines called linacs to fire these proton beams at the cancer cells, and it's usually used for cancers in the head or body. Just like how you might use a magnifying glass to focus sunlight on a pesky bug, proton beams help doctors focus their attack on the bad cells while leaving everything else intact.</s>",8.7,62.68,11.2,9.15,9.12,8th and 9th grade,78,4.076923076923077,1.3205128205128205,0.6794871794871795,10.256410256410255,10.8,62.61,9.4,11.73,8.5,8th and 9th grade,144,4.111111111111111,1.25,0.6527777777777778,4.166666666666666,-2.1000000000000014,-0.07000000000000028,1.799999999999999,-2.58,0.6199999999999992,-0.03418803418803407,0.07051282051282048,6.089743589743589,"A type of radiation therapy that uses streams of protons (tiny particles with a positive charge) to kill tumor cells. This type of treatment can reduce the amount of radiation damage to healthy tissue near a tumor. It is used to treat cancers of the head and neck and organs such as the brain, eye, lung, spine, and prostate. Proton beam radiation is different from x-ray radiation."
pulmonary function test,pulmonary function test is A test used to measure how well the lungs work. It measures how much air the lungs can hold and how quickly air is moved into and out of the lungs. It also measures how much oxygen is used and how much carbon dioxide is given off during breathing. A pulmonary function test can be used to diagnose a lung disease and to see how well treatment for the disease is working. Also called lung function test and PFT.,"Sure, I'd be happy to help! Here's an explanation of a pulmonary function test that a non-medical person could understand:

A pulmonary function test is like a report card for your lungs. It checks how well your lungs are working by measuring how much air they can hold, how fast they can move air in and out, and how much oxygen they use compared to how much carbon dioxide they produce. Just like how you might take a test to see how well you're doing in school, a pulmonary function test helps doctors check if your lungs are working properly. They can use the results to figure out if you have a lung problem and how well treatment is working. For example, if you're having trouble breathing, a pulmonary function test can show if your lungs are not filling up with enough air or if they're moving air too slowly.

I hope this explanation helps! Let me know if you have any other questions.</s>",5.8,81.22,7.6,7.72,7.48,5th and 6th grade,82,3.817073170731707,1.2073170731707317,0.524390243902439,3.6585365853658534,7.2,77.57,9.5,9.44,7.18,6th and 7th grade,174,3.7298850574712645,1.1436781609195403,0.5689655172413793,5.172413793103448,-1.4000000000000004,-3.6500000000000057,-1.9000000000000004,-1.7199999999999998,0.3000000000000007,0.08718811326044262,0.06363891225119134,-1.513877207737595,A test used to measure how well the lungs work. It measures how much air the lungs can hold and how quickly air is moved into and out of the lungs. It also measures how much oxygen is used and how much carbon dioxide is given off during breathing. A pulmonary function test can be used to diagnose a lung disease and to see how well treatment for the disease is working. Also called lung function test and PFT.
radical prostatectomy,"radical prostatectomy is Surgery to remove the entire prostate and some of the tissue around it, including the seminal vesicles (a gland that helps make semen). Nearby lymph nodes may also be removed. A radical prostatectomy may be done through an incision (cut) made in the wall of the lower abdomen or in the perineum (the area between the scrotum and anus). It may also be done using a laparoscope (a thin, tube-like instrument with a light and lens for viewing) or a special robotic system. An attempt is made to protect the nerves that control penile erection and the bladder from damage.","Okay! Here's my attempt to explain ""radical prostatectomy"" in simple language:

A radical prostatectomy is like a surgical cleanup of the prostate gland. The doctor will remove the whole prostate and some nearby tissues, like the seminal vesicles, to treat cancer or other problems. They might make an incision in your belly or near your bottom, and use special tools to help them see what they're doing. They try their best to protect important nerves that help you get an erection and pee. It's like removing a big chunk of the puzzle to make sure the rest of the body stays healthy.</s>",9.8,59.84,12.0,12.77,10.2,9th and 10th grade,114,3.956140350877193,1.2982456140350878,0.6228070175438597,10.526315789473683,8.6,68.5,9.9,10.29,8.31,8th and 9th grade,115,3.9043478260869566,1.1652173913043478,0.7130434782608696,6.086956521739131,1.200000000000001,8.659999999999997,2.0999999999999996,2.4800000000000004,1.8899999999999988,0.05179252479023644,0.13302822273074,4.439359267734552,"Surgery to remove the entire prostate and some of the tissue around it, including the seminal vesicles (a gland that helps make semen). Nearby lymph nodes may also be removed. A radical prostatectomy may be done through an incision (cut) made in the wall of the lower abdomen or in the perineum (the area between the scrotum and anus). It may also be done using a laparoscope (a thin, tube-like instrument with a light and lens for viewing) or a special robotic system. An attempt is made to protect the nerves that control penile erection and the bladder from damage."
red blood cell,"red blood cell is A type of blood cell that is made in the bone marrow and found in the blood. Red blood cells contain a protein called hemoglobin, which carries oxygen from the lungs to all parts of the body. Checking the number of red blood cells in the blood is usually part of a complete blood cell (CBC) test. It may be used to look for conditions such as anemia, dehydration, malnutrition, and leukemia. Also called erythrocyte and RBC.","Sure, I'd be happy to help! Here's how I would explain the term ""red blood cell"" to a non-medical person:

A red blood cell is like a tiny little taxi cab for your body. It carries oxygen from your lungs to all the different places in your body where it's needed. Just like how a taxi driver needs a special license to drive, red blood cells have a special protein called hemoglobin that helps them carry oxygen. When we check your blood, we can see how many red blood cells you have and make sure they're working properly. If there aren't enough or they're not functioning correctly, it can cause problems like feeling tired or short of breath.

I hope that helps! Let me know if you have any other questions.</s>",7.0,72.56,11.2,11.37,8.86,7th and 8th grade,89,3.932584269662921,1.2696629213483146,0.6292134831460674,11.235955056179774,7.0,72.56,9.2,8.16,7.44,6th and 7th grade,148,3.7837837837837838,1.162162162162162,0.668918918918919,5.405405405405405,0.0,0.0,2.0,3.209999999999999,1.419999999999999,0.1488004858791374,0.10750075918615254,5.830549650774369,"A type of blood cell that is made in the bone marrow and found in the blood. Red blood cells contain a protein called hemoglobin, which carries oxygen from the lungs to all parts of the body. Checking the number of red blood cells in the blood is usually part of a complete blood cell (CBC) test. It may be used to look for conditions such as anemia, dehydration, malnutrition, and leukemia. Also called erythrocyte and RBC."
refractory,"refractory is In medicine, describes a disease or condition that does not respond to treatment.","Sure, I'd be happy to help! Here's how I would explain the term ""refractory"" to a non-medical person:

Refractory means something that doesn't change or improve even after treatment. Imagine trying to fix a broken toy with glue, but no matter how hard you try, it still doesn't work. The toy is like the disease or condition, and the glue is the treatment. If the toy doesn't fix, it's refractory. In medicine, we use this term when a patient's condition doesn't get better despite our best efforts to treat it. It's like trying to put a puzzle together with missing pieces - no matter how hard we try, we can't make it fit. So, we might need to try different treatments or seek help from someone else.</s>",8.8,57.27,0.0,8.46,9.97,8th and 9th grade,16,4.4375,1.375,1.0,12.5,6.9,72.76,8.5,7.14,6.2,6th and 7th grade,155,3.554838709677419,1.0838709677419356,0.5870967741935483,4.516129032258064,1.9000000000000004,15.490000000000002,-8.5,1.3200000000000012,3.7700000000000005,0.8826612903225808,0.2911290322580644,7.983870967741936,"In medicine, describes a disease or condition that does not respond to treatment."
regimen,"regimen is A treatment plan that specifies the dosage, the schedule, and the duration of treatment.","Sure! Here's how I would explain the term ""regimen"" in a way that's easy to understand for a non-medical person:

A regimen is like a recipe for your body. It tells you exactly what to do and when to do it in order to feel better. Just like a recipe has steps for making a delicious meal, a regimen has steps for treating your illness or condition. The difference is, instead of ingredients and cooking times, a regimen gives you the right medication, the right dose, and the right schedule to take it. This helps your body get better faster and stay healthy longer. For example, if you have high blood pressure, your doctor might give you a regimen that says to take your medicine every day at breakfast and dinner, and to also exercise and eat healthy foods to help lower your blood pressure.</s>",8.0,64.71,0.0,11.33,9.64,10th and 11th grade,18,4.277777777777778,1.2777777777777777,0.7777777777777778,11.11111111111111,10.0,64.75,11.9,11.89,7.72,11th and 12th grade,162,3.8271604938271606,1.2098765432098766,0.5925925925925926,8.641975308641975,-2.0,0.04000000000000625,-11.9,-0.5600000000000005,1.9200000000000008,0.45061728395061706,0.06790123456790109,2.469135802469136,"A treatment plan that specifies the dosage, the schedule, and the duration of treatment."
clinical resistance,clinical resistance is The failure of a cancer to shrink after treatment.,"Sure, I'd be happy to help! Here's an explanation of ""clinical resistance"" that a non-medical person could understand:

Clinical resistance means when cancer cells don't respond or stop growing after treatment. It's like trying to defeat an enemy in a game of tag, but they keep running away and dodging your attacks. No matter how hard you try, you just can't seem to catch them. In cancer, the cells that are supposed to die from treatment don't, so the tumor keeps growing. This makes it harder to treat and can lead to a poorer outcome.

For example, imagine you have a group of bad guys in a video game who are really good at hiding and dodging your attacks. No matter how many times you try to defeat them, they just won't go down. That's kind of like what happens with clinical resistance in cancer.</s>",4.8,78.25,0.0,4.0,10.45,3rd and 4th grade,11,4.0,1.2727272727272727,1.0,0.0,5.8,81.22,8.2,7.6,7.35,6th and 7th grade,168,3.642857142857143,1.1071428571428572,0.6309523809523809,4.166666666666666,-1.0,2.969999999999999,-8.2,-3.5999999999999996,3.0999999999999996,0.3571428571428572,0.1655844155844155,-4.166666666666666,The failure of a cancer to shrink after treatment.
risk factor,"risk factor is Something that increases the chance of developing a disease. Some examples of risk factors for cancer are age, a family history of certain cancers, use of tobacco products, being exposed to radiation or certain chemicals, infection with certain viruses or bacteria, and certain genetic changes.","Sure! Here's my attempt at explaining the term ""risk factor"" in a way that's easy to understand and relatable:

A risk factor is something that can increase your chances of getting a disease. Think of it like a map leading to a treasure chest filled with germs. If you have more maps (or risk factors), you're more likely to find the treasure (or get sick). For example, if your parents had cancer, that's like having a special map that leads straight to the treasure chest of cancer. Or, if you smoke cigarettes, that's like carrying an extra map that says, ""Hey, I know where the treasure chest of cancer is!"" In both cases, you're increasing your chances of finding the treasure (or getting sick). The good news is that by knowing about these risks, you can take steps to avoid them and keep yourself healthy!</s>",15.8,22.75,0.0,17.03,10.61,15th and 16th grade,53,4.754716981132075,1.6226415094339623,0.7547169811320755,22.641509433962266,7.6,76.45,8.8,9.74,7.77,7th and 8th grade,178,3.6797752808988764,1.0393258426966292,0.550561797752809,3.932584269662921,8.200000000000001,53.7,-8.8,7.290000000000001,2.84,1.074941700233199,0.5833156667373331,18.708925164299345,"Something that increases the chance of developing a disease. Some examples of risk factors for cancer are age, a family history of certain cancers, use of tobacco products, being exposed to radiation or certain chemicals, infection with certain viruses or bacteria, and certain genetic changes."
seminal vesicle,seminal vesicle is A gland that helps produce semen.,"Sure! Here's how I would explain the term ""seminal vesicle"" to a non-medical person:

Hey there! So, you know how guys have pee come out of their penis during urination? Well, inside the penis there's a special gland called the seminal vesicle that helps make the liquid that carries sperm. It's like a tiny little factory that produces a special kind of fluid that helps the sperm get where they need to go. Without the seminal vesicle, the sperm wouldn't be able to survive very long or move around properly, which would make it harder for them to reach the egg and make a baby. Does that make sense?</s>",2.5,89.75,0.0,2.8,13.01,2nd and 3rd grade,8,3.75,1.125,1.0,0.0,6.5,79.4,8.3,8.43,7.71,7th and 8th grade,124,3.685483870967742,1.096774193548387,0.6693548387096774,4.032258064516129,-4.0,-10.349999999999994,-8.3,-5.63,5.3,0.06451612903225801,0.02822580645161299,-4.032258064516129,A gland that helps produce semen.
sentinel lymph node biopsy,"sentinel lymph node biopsy is Removal and examination of the sentinel node(s) (the first lymph node(s) to which cancer cells are likely to spread from a primary tumor). To identify the sentinel lymph node(s), the surgeon injects a radioactive substance, blue dye, or both near the tumor. The surgeon then uses a probe to find the sentinel lymph node(s) containing the radioactive substance or looks for the lymph node(s) stained with dye. The surgeon then removes the sentinel node(s) to check for the presence of cancer cells.","Sure, I'd be happy to help! Here's an explanation of ""sentinal lymph node biopsy"" that's easy to understand:

Imagine your body as a castle, and cancer cells as invading soldiers. The sentinel lymph nodes are like the guards stationed at the entrance of the castle. They're the first ones to notice when the soldiers (cancer cells) try to enter. During a sentinel lymph node biopsy, doctors use a special tool to find these guards and remove them so they can check if there are any bad guys inside. By doing this, doctors can figure out if the cancer has spread to other parts of the body. It's like checking the guard's logbook to see who's been sneaking into the castle.

In simpler terms, the sentinel lymph node biopsy is a procedure where doctors look for the first lymph nodes that cancer cells are likely to go to after they leave the original tumor. They use a special tool to find these nodes and remove them so they can check if there are any cancer cells inside. This helps doctors figure out how far the cancer has spread and what treatments might work best.</s>",10.2,58.82,12.6,11.69,9.04,12th and 13th grade,110,3.8,1.1454545454545455,0.43636363636363634,10.0,8.1,69.62,8.5,9.13,7.37,8th and 9th grade,214,3.9065420560747666,1.1682242990654206,0.5420560747663551,4.205607476635514,2.0999999999999996,10.800000000000004,4.1,2.5599999999999987,1.669999999999999,-0.10654205607476674,-0.022769753610875076,5.794392523364486,"Removal and examination of the sentinel node(s) (the first lymph node(s) to which cancer cells are likely to spread from a primary tumor). To identify the sentinel lymph node(s), the surgeon injects a radioactive substance, blue dye, or both near the tumor. The surgeon then uses a probe to find the sentinel lymph node(s) containing the radioactive substance or looks for the lymph node(s) stained with dye. The surgeon then removes the sentinel node(s) to check for the presence of cancer cells."
somatostatin receptor scintigraphy,"somatostatin receptor scintigraphy is A type of radionuclide scan used to find carcinoid and other types of tumors. Radioactive octreotide, a drug similar to somatostatin, is injected into a vein and travels through the bloodstream. The radioactive octreotide attaches to tumor cells that have receptors for somatostatin. A radiation-measuring device detects the radioactive octreotide, and makes pictures showing where the tumor cells are in the body. Also called octreotide scan and SRS.","Somatostatin receptor scintigraphy is like a special kind of detective work for doctors to find tumors in your body. They give you a tiny amount of a radioactive medicine called octreotide, which is similar to a special kind of key. This key unlocks only certain cells in your body that have special locks on them, called receptors. These receptors are found on some tumor cells, and when the octreotide attaches to them, it helps the doctor see where the tumors are located using a special machine that can spot the radioactivity. It's like a treasure hunt for the doctors to find the tumors and figure out how to treat them!</s>",9.9,49.01,12.0,11.32,10.73,11th and 12th grade,77,5.012987012987013,1.5584415584415585,0.6233766233766234,15.584415584415584,9.3,66.67,10.8,11.18,7.5,10th and 11th grade,120,4.075,1.2916666666666667,0.6,7.5,0.5999999999999996,17.660000000000004,1.1999999999999993,0.14000000000000057,3.2300000000000004,0.9379870129870129,0.2667748917748918,8.084415584415584,"A type of radionuclide scan used to find carcinoid and other types of tumors. Radioactive octreotide, a drug similar to somatostatin, is injected into a vein and travels through the bloodstream. The radioactive octreotide attaches to tumor cells that have receptors for somatostatin. A radiation-measuring device detects the radioactive octreotide, and makes pictures showing where the tumor cells are in the body. Also called octreotide scan and SRS."
sporadic cancer,sporadic cancer is Cancer that occurs in people who do not have a family history of that cancer or an inherited change in their DNA that would increase their risk for that cancer.,"Sure! Here's how I would explain the term ""sporadic cancer"" to a non-medical person:

Cancer is a disease where some of your body's cells grow and multiply in a way that's not normal. When someone has sporadic cancer, it means that they don't have a family history of the cancer or any genetic changes that make them more likely to get it. It's like finding a random pebble on the beach - you didn't know it was there until you found it, and it doesn't run in your family. In contrast, if you have a family history of cancer, it's like having a map to find the pebble - you know where it's likely to be. So, sporadic cancer is when the cancer just happens randomly without any clear cause.</s>",14.2,48.47,0.0,14.98,8.23,14th and 15th grade,32,4.15625,1.4375,0.78125,12.5,10.4,63.63,10.8,10.74,6.92,10th and 11th grade,149,3.51006711409396,1.1208053691275168,0.5906040268456376,6.0402684563758395,3.799999999999999,15.160000000000004,-10.8,4.24,1.3100000000000005,0.6461828859060401,0.3166946308724832,6.4597315436241605,Cancer that occurs in people who do not have a family history of that cancer or an inherited change in their DNA that would increase their risk for that cancer.
squamocolumnar junction,"squamocolumnar junction is The area around the opening of the cervix where the endocervix (inner part) and ectocervix (outer part) come together. This area contains both glandular cells (cells that make mucus) from the endocervix and squamous cells (thin, skin-like cells) from the ectocervix. Most abnormal cell changes and most cervical cancers begin in the squamous cells of the squamocolumnar junction. Also called transformation zone.","Okay, here's my attempt at explaining the squamocolumnar junction in a way that's easy to understand for a non-medical person:

Imagine your cervix like a tunnel that connects your uterus (where a baby grows during pregnancy) to your vagina. Inside that tunnel, there are two different types of cells: glandular cells and squamous cells. The glandular cells are like tiny factories that produce mucus to help protect the cervix and keep it healthy. The squamous cells are like thin, flat sheets that cover the surface of the cervix. Now, where these two types of cells meet at the opening of the cervix is called the squamocolumnar junction. This area is important because it's where most abnormal cell changes and most cervical cancers start. So, when doctors check for cancer, they look closely at this area to see if anything is going on.

In simpler terms, the squamocolumnar junction is like a special place inside your cervix where two different types of cells meet. These cells play important roles in keeping your cervix healthy, and changes in this area can be a sign of something gone wrong. Doctors check this area carefully to find any problems early on, which can help prevent more serious issues from developing.</s>",9.3,55.95,13.0,11.37,9.31,11th and 12th grade,74,4.472972972972973,1.337837837837838,0.5945945945945946,16.216216216216218,9.9,59.64,12.3,11.2,8.02,9th and 10th grade,228,4.197368421052632,1.3070175438596492,0.5219298245614035,11.403508771929824,-0.5999999999999996,3.6899999999999977,0.6999999999999993,0.16999999999999993,1.290000000000001,0.27560455192034095,0.03082029397818875,4.812707444286394,"The area around the opening of the cervix where the endocervix (inner part) and ectocervix (outer part) come together. This area contains both glandular cells (cells that make mucus) from the endocervix and squamous cells (thin, skin-like cells) from the ectocervix. Most abnormal cell changes and most cervical cancers begin in the squamous cells of the squamocolumnar junction. Also called transformation zone."
SABR,"SABR is A type of external radiation therapy that uses special equipment to position a patient and precisely deliver radiation to tumors in the body (except the brain). The total dose of radiation is divided into smaller doses given over several days. This type of radiation therapy helps spare normal tissue. Also called SBRT, stereotactic ablative body radiation therapy, and stereotactic body radiation therapy.",Term 'SABR' not found in medical dictionary.,14.2,21.6,15.6,12.67,10.94,12th and 13th grade,71,4.887323943661972,1.8169014084507042,0.6619718309859155,26.76056338028169,8.0,48.47,0.0,15.73,11.83,7th and 8th grade,8,4.25,1.375,1.0,25.0,6.199999999999999,26.869999999999997,15.6,-3.0600000000000005,-0.8900000000000006,0.637323943661972,0.44190140845070425,1.7605633802816882,"A type of external radiation therapy that uses special equipment to position a patient and precisely deliver radiation to tumors in the body (except the brain). The total dose of radiation is divided into smaller doses given over several days. This type of radiation therapy helps spare normal tissue. Also called SBRT, stereotactic ablative body radiation therapy, and stereotactic body radiation therapy."
stereotactic body radiation therapy,"stereotactic body radiation therapy is A type of external radiation therapy that uses special equipment to position a patient and precisely deliver radiation to tumors in the body (except the brain). The total dose of radiation is divided into smaller doses given over several days. This type of radiation therapy helps spare normal tissue. Also called SABR, SBRT, and stereotactic ablative body radiation therapy.","Okay! Here's my attempt to explain ""stereotactic body radiation therapy"" in simple language:

Stereotactic body radiation therapy is like a super precise and focused beam of light that doctors use to treat cancer in your body. They use special machines to position you just right and aim the light at the tumor. It's like using a laser to target a tiny spot on a distant planet - the light is so concentrated it can only hit that one spot and avoid everything else around it. Doctors give you lots of little doses of this light over several days instead of one big dose, which helps keep nearby healthy tissues safe from damage. It's called SBR, SBRT, or stereotactic ablative body radiation therapy, and it's a really cool way to fight cancer without hurting much of anything else in your body!</s>",12.7,30.87,14.6,12.67,11.49,11th and 12th grade,68,4.6911764705882355,1.7058823529411764,0.7058823529411765,23.52941176470588,11.1,61.8,10.4,12.31,8.91,8th and 9th grade,152,3.9276315789473686,1.243421052631579,0.6776315789473685,5.263157894736842,1.5999999999999996,30.929999999999996,4.199999999999999,0.35999999999999943,2.58,0.7635448916408669,0.4624613003095974,18.266253869969038,"A type of external radiation therapy that uses special equipment to position a patient and precisely deliver radiation to tumors in the body (except the brain). The total dose of radiation is divided into smaller doses given over several days. This type of radiation therapy helps spare normal tissue. Also called SABR, SBRT, and stereotactic ablative body radiation therapy."
stereotactic radiosurgery,"stereotactic radiosurgery is A type of external radiation therapy that uses special equipment to position the patient and precisely give a single large dose of radiation to a tumor. It is used to treat brain tumors and other brain disorders that cannot be treated by regular surgery. It is also being studied in the treatment of other types of cancer. Also called radiation surgery, radiosurgery, and stereotaxic radiosurgery.","Sure, I'd be happy to help! Here's my attempt at explaining ""stereotactic radiosurgery"" in simple language for a non-medical person:

Imagine you have a small spot on your brain that needs to be removed, but it's too dangerous to operate on because it's near important parts of your brain. That's where stereotactic radiosurgery comes in. It's like a magic wand that can give your doctor a very precise and powerful dose of radiation to that tiny spot, without harming any of the nearby healthy tissue. It's like a laser beam that only hits the bad guy (the tumor) and leaves everything else alone. This is a great option for people who have brain tumors or other brain problems that can't be fixed with surgery.

For example, imagine you have a pesky mosquito buzzing around your head that won't go away. You could try swatting at it with a net, but what if the net missed the mosquito and hit your hand instead? That's what happens when you try to use regular surgery on a delicate part of the brain. But with stereotactic radiosurgery, you could use a special machine to target the mosquito with a super-powerful bug spray (radiation) that only affects the mosquito and not your hand. Makes sense?</s>",10.9,46.27,13.8,12.66,10.2,10th and 11th grade,73,4.589041095890411,1.5616438356164384,0.6575342465753424,19.17808219178082,8.9,67.69,11.4,10.12,7.82,7th and 8th grade,241,3.8298755186721993,1.2074688796680497,0.5643153526970954,8.71369294605809,2.0,21.419999999999995,2.4000000000000004,2.540000000000001,2.379999999999999,0.7591655772182118,0.35417495594838866,10.46438924572273,"A type of external radiation therapy that uses special equipment to position the patient and precisely give a single large dose of radiation to a tumor. It is used to treat brain tumors and other brain disorders that cannot be treated by regular surgery. It is also being studied in the treatment of other types of cancer. Also called radiation surgery, radiosurgery, and stereotaxic radiosurgery."
steroid,"steroid is Any of a group of lipids (fats) that have a certain chemical structure. Steroids occur naturally in plants and animals or they may be made in the laboratory. Examples of steroids include sex hormones, cholesterol, bile acids, and some drugs.","Sure, I'd be happy to help! Here's my explanation of the term ""steroid"":

A steroid is a type of fat molecule found in living things like plants and animals. It's like a building block for cells, helping them grow and work properly. Some steroids do special jobs, like making sure your body develops the right way during puberty or helping your body fight off bad guys like germs. There are also steroids that people make in labs, like medicines that can help with things like asthma or inflammation. Just like how you might use different tools for different tasks, steroids have different jobs in the body and can be used in different ways.</s>",8.6,57.57,11.2,11.33,11.25,8th and 9th grade,49,4.163265306122449,1.346938775510204,0.7959183673469388,12.244897959183673,8.1,69.62,11.2,10.28,7.97,8th and 9th grade,130,4.0,1.1846153846153846,0.676923076923077,9.230769230769232,0.5,12.050000000000004,0.0,1.0500000000000007,3.2800000000000002,0.16326530612244916,0.1623233908948194,3.014128728414441,"Any of a group of lipids (fats) that have a certain chemical structure. Steroids occur naturally in plants and animals or they may be made in the laboratory. Examples of steroids include sex hormones, cholesterol, bile acids, and some drugs."
